identificador,grupo,exercicio,avaliacao,avaliacao_a,avaliacao_b,consenso,tem_erro,escore_desvio,distancia_controle,desvio_detectado,escore_cena,escore_risco,alerta,fracao_com_pessoa,objetos,n_erros_temporais,duracao_erro_s
G2A-ELK-S3-Roscoff-085,G2A,ELK,Correct,Correct,Correct,True,False,0.6845320485638882,0.7697442775175629,True,0.6400000000000001,0.6800788437074994,True,0.2,cadeira|notebook,0,0.0
G2A-ELK-S1-Roscoff-072,G2A,ELK,Correct,Correct,Correct,True,False,0.7238166261284699,0.4378929800237208,True,0.15999999999999998,0.6674349635156229,True,0.8,,0,0.0
G2A-ELK-S1-Roscoff-005,G2A,ELK,Motionless,Motionless,Motionless,True,True,0.7192972809016766,2.1919787195439935,True,0.0,0.6473675528115089,True,1.0,,0,0.0
G2A-RTK-S6-Roscoff-077,G2A,RTK,Correct,Correct,Correct,True,False,0.6899769679444241,0.7352809732943545,True,0.05,0.6259792711499818,True,1.0,garrafa|outro:tv,0,0.0
G2A-RTK-S1-Roscoff-050,G2A,RTK,Correct,Correct,Correct,True,False,0.6523486312155803,0.6795377440635234,True,0.32000000000000006,0.6191137680940223,True,0.6,,0,0.0
G2A-RTK-S3-Roscoff-095,G2A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.6184478580217239,1.6470046526159345,True,0.48,0.6046030722195516,True,0.4,cadeira|notebook,2,9.040000000000001
G2A-RTK-S1-Roscoff-072,G2A,RTK,Correct,Correct,Correct,True,False,0.635276082125919,0.5979917506394848,True,0.32000000000000006,0.6037484739133272,True,0.6,,0,0.0
G2A-RTK-S1-Roscoff-052,G2A,RTK,Correct,Correct,Correct,True,False,0.6181137212799088,0.4606257560497447,True,0.15999999999999998,0.572302349151918,True,0.8,,0,0.0
G2A-RTK-S5-Brest-043,G2A,RTK,Correct,Correct,Correct,True,False,0.6293360060965992,0.6552453644726365,True,0.0,0.5664024054869393,True,1.0,,0,0.0
G2A-RTK-S1-Roscoff-005,G2A,RTK,Correct,Correct,Correct,True,False,0.5951906560066074,0.3567438700350561,True,0.15999999999999998,0.5516715904059467,True,0.8,,0,0.0
G2A-RTK-S6-Roscoff-062,G2A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.6069564024403076,0.6853701604984074,True,0.05,0.5512607621962768,True,1.0,cadeira|garrafa|outro:tv,2,29.04
G2A-RTK-S1-Roscoff-010,G2A,RTK,Correct,Correct,Correct,True,False,0.5680074407397248,0.566831427347393,True,0.32000000000000006,0.5432066966657523,True,0.6,,0,0.0
G2A-RTK-S5-Brest-074,G2A,RTK,Correct,Correct,Correct,True,False,0.5642202188836923,1.04325455814903,True,0.15999999999999998,0.5237981969953232,True,0.8,,0,0.0
G2A-RTK-S3-Roscoff-084,G2A,RTK,Correct,Correct,Correct,True,False,0.5796832590161278,0.9913611019439929,True,0.0,0.5217149331145151,True,1.0,cadeira,0,0.0
G2A-RTK-S5-Brest-026,G2A,RTK,Correct,Correct,Correct,True,False,0.5519084324908347,0.9250034842837754,True,0.0,0.4967175892417512,False,1.0,,0,0.0
G2A-RTK-S1-Roscoff-025,G2A,RTK,Correct,Correct,Correct,True,False,0.49939040844076205,0.6633026329067411,False,0.15999999999999998,0.46545136759668587,False,0.8,,0,0.0
G2A-RTK-S3-Roscoff-030,G2A,RTK,Correct,Correct,Correct,True,False,0.4408997585034089,0.6135132261417087,False,0.48,0.44480978265306803,False,0.4,cadeira,0,0.0
G2A-RTK-S6-Roscoff-071,G2A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.48032051600310244,1.469621127981325,False,0.05,0.43728846440279223,False,1.0,garrafa|outro:tv,2,15.0
G2A-RTK-S2-Roscoff-063,G2A,RTK,Correct,Correct,Correct,True,False,0.44264157313584124,0.6927409884915193,False,0.05,0.4033774158222571,False,1.0,outro:tv,0,0.0
G2A-RTK-S1-Roscoff-049,G2A,RTK,Correct,Correct,Correct,True,False,0.3074641663605282,0.6562174267593236,False,0.32000000000000006,0.3087177497244754,False,0.6,cadeira,0,0.0
G2A-RTK-S6-Roscoff-042,G2A,RTK,Incorrect,Incorrect,Incorrect,True,True,0.29630760222870195,1.3497325908639948,False,0.1,0.27667684200583176,False,1.0,garrafa|outro:backpack|outro:tv,2,26.520000000000003
G2A-RTK-S2-Roscoff-021,G2A,RTK,Correct,Correct,Correct,True,False,0.2825983693869733,0.5356419219642677,False,0.05,0.259338532448276,False,1.0,notebook|outro:tv,0,0.0
